Gene_A	Gene_B
ACM2_MOUSE	GHSR_MOUSE
SSR2_MOUSE	GHSR_MOUSE
KCNA3_MOUSE	GHSR_MOUSE
TXND2_MOUSE	GHSR_MOUSE
SSR5_MOUSE	GHSR_MOUSE
RHG32_MOUSE	CK2N2_MOUSE
CD97_MOUSE	ARY2_MOUSE
BCAM_MOUSE	ARY2_MOUSE
GRM3_MOUSE	ARY2_MOUSE
TEP1_MOUSE	ARY2_MOUSE
MTMR1_MOUSE	ARY2_MOUSE
AL3A1_MOUSE	ARY2_MOUSE
MRC2_MOUSE	ARY2_MOUSE
ASPP1_MOUSE	ARY2_MOUSE
NID2_MOUSE	ARY2_MOUSE
GL8D1_MOUSE	ARY2_MOUSE
E41L3_MOUSE	ARY2_MOUSE
CD5_MOUSE	ARY2_MOUSE
MINP1_MOUSE	ARY2_MOUSE
TDT_MOUSE	ARY2_MOUSE
ARY1_MOUSE	ARY2_MOUSE
PASK_MOUSE	ARY2_MOUSE
PKP4_MOUSE	ARY2_MOUSE
SNTA1_MOUSE	ARY2_MOUSE
PI51A_MOUSE	ARY2_MOUSE
ALBU_MOUSE	ARY2_MOUSE
MMP17_MOUSE	ARY2_MOUSE
MAPK5_MOUSE	ARY2_MOUSE
OLR1_MOUSE	ARY2_MOUSE
RHPN2_MOUSE	ARY2_MOUSE
MVP_MOUSE	ARY2_MOUSE
PKHB1_MOUSE	ARY2_MOUSE
VEGFD_MOUSE	ARY2_MOUSE
NAA10_MOUSE	ARY2_MOUSE
RABP1_MOUSE	ARY2_MOUSE
NRG4_MOUSE	ARY2_MOUSE
GSTT2_MOUSE	ARY2_MOUSE
AINX_MOUSE	ARY2_MOUSE
TNR27_MOUSE	ARY2_MOUSE
NOD1_MOUSE	ARY2_MOUSE
DEFB3_MOUSE	ARY2_MOUSE
CBLC_MOUSE	ARY2_MOUSE
SMPX_MOUSE	ARY2_MOUSE
H1FOO_MOUSE	ARY2_MOUSE
IKKE_MOUSE	ARY2_MOUSE
GTPB1_MOUSE	ARY2_MOUSE
CCRL2_MOUSE	ARY2_MOUSE
CCR10_MOUSE	ARY2_MOUSE
U2AFL_MOUSE	ARY2_MOUSE
FRAT2_MOUSE	ARY2_MOUSE
KCNS2_MOUSE	ARY2_MOUSE
CBX5_MOUSE	ADNP_MOUSE
CACB1_MOUSE	ADNP_MOUSE
NEU1A_MOUSE	TR105_MOUSE
TRPM5_MOUSE	TR105_MOUSE
E2F4_MOUSE	TR105_MOUSE
ASCL1_MOUSE	TR105_MOUSE
ADCY3_MOUSE	TR105_MOUSE
FST_MOUSE	TR105_MOUSE
BBS4_MOUSE	TR105_MOUSE
GDF11_MOUSE	TR105_MOUSE
MKKS_MOUSE	TR105_MOUSE
CASP9_MOUSE	TR105_MOUSE
TS1R3_MOUSE	TR105_MOUSE
CNGA4_MOUSE	TR105_MOUSE
BBS2_MOUSE	TR105_MOUSE
PLCB2_MOUSE	TR105_MOUSE
ARBK2_MOUSE	TR105_MOUSE
BDNF_MOUSE	TR105_MOUSE
COMD9_MOUSE	COMD3_MOUSE
COMD8_MOUSE	COMD3_MOUSE
COMD4_MOUSE	COMD3_MOUSE
COMD2_MOUSE	COMD3_MOUSE
COMDA_MOUSE	COMD3_MOUSE
SP1_MOUSE	CITE1_MOUSE
BRAF_MOUSE	CITE1_MOUSE
XPO2_MOUSE	CITE1_MOUSE
IRF3_MOUSE	CITE1_MOUSE
CUL3_MOUSE	CITE1_MOUSE
PLOD3_MOUSE	CITE1_MOUSE
MTDC_MOUSE	CITE1_MOUSE
GATA6_MOUSE	CITE1_MOUSE
APLP1_MOUSE	CITE1_MOUSE
CP27B_MOUSE	CITE1_MOUSE
KINH_MOUSE	CITE1_MOUSE
WNT2_MOUSE	CITE1_MOUSE
UBE2A_MOUSE	CITE1_MOUSE
NUP50_MOUSE	CITE1_MOUSE
AATF_MOUSE	CITE1_MOUSE
DLDH_MOUSE	CITE1_MOUSE
KAT2A_MOUSE	CITE1_MOUSE
TYY1_MOUSE	CITE1_MOUSE
ZFR_MOUSE	CITE1_MOUSE
ETS2_MOUSE	CITE1_MOUSE
K1C18_MOUSE	CITE1_MOUSE
HES7_MOUSE	CITE1_MOUSE
E4F1_MOUSE	CITE1_MOUSE
TF65_MOUSE	CITE1_MOUSE
CSN5_MOUSE	CITE1_MOUSE
AP2B_MOUSE	CITE1_MOUSE
SUV92_MOUSE	CITE1_MOUSE
ACVR1_MOUSE	CITE1_MOUSE
MFN1_MOUSE	CITE1_MOUSE
FKTN_MOUSE	CITE1_MOUSE
AP2C_MOUSE	CITE1_MOUSE
HGF_MOUSE	CITE1_MOUSE
PP1R8_MOUSE	CITE1_MOUSE
MFN2_MOUSE	CITE1_MOUSE
CENPA_MOUSE	CITE1_MOUSE
CUL1_MOUSE	CITE1_MOUSE
EXOC4_MOUSE	CITE1_MOUSE
MESP1_MOUSE	CITE1_MOUSE
ILK_MOUSE	CITE1_MOUSE
MO4L2_MOUSE	CITE1_MOUSE
CO4A2_MOUSE	CITE1_MOUSE
NEDD4_MOUSE	CITE1_MOUSE
SCX_MOUSE	CITE1_MOUSE
TWST1_MOUSE	CITE1_MOUSE
NDUAD_MOUSE	CITE1_MOUSE
EHMT1_MOUSE	CITE1_MOUSE
CUL7_MOUSE	CITE1_MOUSE
SUV91_MOUSE	CITE1_MOUSE
CITE2_MOUSE	CITE1_MOUSE
SNAI1_MOUSE	CITE1_MOUSE
RUSD2_MOUSE	RUSD3_MOUSE
RUSD4_MOUSE	RUSD3_MOUSE
RUSD1_MOUSE	RUSD3_MOUSE
ARAF_MOUSE	PLCB1_MOUSE
IMB1_MOUSE	PLCB1_MOUSE
GRIA3_MOUSE	PLCB1_MOUSE
NPAS1_MOUSE	PLCB1_MOUSE
PAR6A_MOUSE	PLCB1_MOUSE
CN37_MOUSE	PLCB1_MOUSE
STABP_MOUSE	PLCB1_MOUSE
HAP1_MOUSE	PLCB1_MOUSE
PEA15_MOUSE	PLCB1_MOUSE
EF1A2_MOUSE	PLCB1_MOUSE
CACB4_MOUSE	PLCB1_MOUSE
B4GT5_MOUSE	PLCB1_MOUSE
SCN1B_MOUSE	PLCB1_MOUSE
WASF1_MOUSE	PLCB1_MOUSE
RED1_MOUSE	PLCB1_MOUSE
SPTB2_MOUSE	PLCB1_MOUSE
CALX_MOUSE	PLCB1_MOUSE
CCG4_MOUSE	PLCB1_MOUSE
NHRF1_MOUSE	PLCB1_MOUSE
THB_MOUSE	PLCB1_MOUSE
COE2_MOUSE	PLCB1_MOUSE
ADCY8_MOUSE	PLCB1_MOUSE
NTAN1_MOUSE	PLCB1_MOUSE
S29A1_MOUSE	PLCB1_MOUSE
GNAQ_MOUSE	PLCB1_MOUSE
APBA1_MOUSE	PLCB1_MOUSE
VLDLR_MOUSE	PLCB1_MOUSE
PLCB3_MOUSE	PLCB1_MOUSE
VMAT2_MOUSE	PLCB1_MOUSE
PARD3_MOUSE	PLCB1_MOUSE
ADA23_MOUSE	PLCB1_MOUSE
INP4A_MOUSE	PLCB1_MOUSE
ERR3_MOUSE	PLCB1_MOUSE
PTPRA_MOUSE	PLCB1_MOUSE
ATRN_MOUSE	PLCB1_MOUSE
TRPM7_MOUSE	PLCB1_MOUSE
IMA3_MOUSE	PLCB1_MOUSE
NGF_MOUSE	PLCB1_MOUSE
EFNA3_MOUSE	PLCB1_MOUSE
TAL2_MOUSE	PLCB1_MOUSE
SC6A9_MOUSE	PLCB1_MOUSE
LRP8_MOUSE	PLCB1_MOUSE
FOXP2_MOUSE	PLCB1_MOUSE
LHX5_MOUSE	PLCB1_MOUSE
GBB2_MOUSE	PLCB1_MOUSE
ITPR1_MOUSE	PLCB1_MOUSE
S6A11_MOUSE	PLCB1_MOUSE
ATRX_MOUSE	PLCB1_MOUSE
MYPR_MOUSE	PLCB1_MOUSE
BACE1_MOUSE	PLCB1_MOUSE
GBB5_MOUSE	PLCB1_MOUSE
ZIC1_MOUSE	PLCB1_MOUSE
ANK2_MOUSE	PLCB1_MOUSE
B3GT2_MOUSE	PLCB1_MOUSE
RHES_MOUSE	PLCB1_MOUSE
TBR1_MOUSE	PLCB1_MOUSE
SYT1_MOUSE	PLCB1_MOUSE
ZIC4_MOUSE	PLCB1_MOUSE
CER1_MOUSE	PLCB1_MOUSE
SV2A_MOUSE	PLCB1_MOUSE
PLCB2_MOUSE	PLCB1_MOUSE
ADA22_MOUSE	PLCB1_MOUSE
DRGX_MOUSE	PLCB1_MOUSE
IRK10_MOUSE	PLCB1_MOUSE
NDF4_MOUSE	PLCB1_MOUSE
EFNA5_MOUSE	PLCB1_MOUSE
GRM5_MOUSE	PLCB1_MOUSE
HMX2_MOUSE	PLCB1_MOUSE
ZN641_MOUSE	ZN524_MOUSE
NKD2_MOUSE	F174A_MOUSE
CS024_MOUSE	F174A_MOUSE
NELFD_MOUSE	GP183_MOUSE
MAT1_MOUSE	GP183_MOUSE
MTA1_MOUSE	GP183_MOUSE
RBBP7_MOUSE	GP183_MOUSE
RFA3_MOUSE	ERC6L_MOUSE
RBCC1_MOUSE	ERC6L_MOUSE
BLM_MOUSE	ERC6L_MOUSE
KCRB_MOUSE	BZW1_MOUSE
EI2BE_MOUSE	BZW1_MOUSE
DIEXF_MOUSE	BZW1_MOUSE
BZW2_MOUSE	BZW1_MOUSE
IF5_MOUSE	BZW1_MOUSE
PTN12_MOUSE	BZW1_MOUSE
RBM19_MOUSE	BZW1_MOUSE
EDEM1_MOUSE	BZW1_MOUSE
RL28_MOUSE	BZW1_MOUSE
PREX1_MOUSE	BZW1_MOUSE
TCEA3_MOUSE	TEANC_MOUSE
IWS1_MOUSE	TEANC_MOUSE
TEAN2_MOUSE	TEANC_MOUSE
DYRK2_MOUSE	TEANC_MOUSE
TCEA1_MOUSE	TEANC_MOUSE
MED26_MOUSE	TEANC_MOUSE
FA83F_MOUSE	FA83A_MOUSE
FA83D_MOUSE	FA83A_MOUSE
FA83B_MOUSE	FA83A_MOUSE
FA83G_MOUSE	FA83A_MOUSE
FA83H_MOUSE	FA83A_MOUSE
COIA1_MOUSE	NYX_MOUSE
PPR17_MOUSE	NYX_MOUSE
LMIP_MOUSE	NYX_MOUSE
PHOS_MOUSE	NYX_MOUSE
PHX2B_MOUSE	NYX_MOUSE
DEST_MOUSE	NYX_MOUSE
KERA_MOUSE	NYX_MOUSE
RGS9_MOUSE	NYX_MOUSE
ASIC2_MOUSE	NYX_MOUSE
RECO_MOUSE	NYX_MOUSE
MIME_MOUSE	NYX_MOUSE
CDHR1_MOUSE	NYX_MOUSE
RGR_MOUSE	NYX_MOUSE
GUC1B_MOUSE	NYX_MOUSE
GUC1A_MOUSE	NYX_MOUSE
CRYAA_MOUSE	NYX_MOUSE
RDH1_MOUSE	NYX_MOUSE
FSCN2_MOUSE	NYX_MOUSE
MIP_MOUSE	NYX_MOUSE
CRGF_MOUSE	NYX_MOUSE
MYOC_MOUSE	NYX_MOUSE
DNS2B_MOUSE	NYX_MOUSE
PPE2_MOUSE	NYX_MOUSE
GPNMB_MOUSE	NYX_MOUSE
OPSG_MOUSE	NYX_MOUSE
GSHR_MOUSE	NYX_MOUSE
PVRL1_MOUSE	NYX_MOUSE
BFSP2_MOUSE	NYX_MOUSE
HSF4_MOUSE	NYX_MOUSE
CRBS_MOUSE	NYX_MOUSE
TULP1_MOUSE	NYX_MOUSE
MREG_MOUSE	NYX_MOUSE
NDP_MOUSE	NYX_MOUSE
CRBB2_MOUSE	NYX_MOUSE
CRGA_MOUSE	NYX_MOUSE
BHE23_MOUSE	NYX_MOUSE
CXA3_MOUSE	NYX_MOUSE
CXA8_MOUSE	NYX_MOUSE
MDHC_MOUSE	TM199_MOUSE
NDUV2_MOUSE	TM199_MOUSE
NDUF4_MOUSE	TM199_MOUSE
TP4A2_MOUSE	TM199_MOUSE
DHB13_MOUSE	TM199_MOUSE
PGTA_MOUSE	TM199_MOUSE
DDB2_MOUSE	RBX2_MOUSE
WSB1_MOUSE	RBX2_MOUSE
ASB2_MOUSE	RBX2_MOUSE
RBX1_MOUSE	RBX2_MOUSE
CUL2_MOUSE	RBX2_MOUSE
ITM2C_MOUSE	RBX2_MOUSE
ASB1_MOUSE	RBX2_MOUSE
DCNL1_MOUSE	RBX2_MOUSE
LRC41_MOUSE	RBX2_MOUSE
CUL1_MOUSE	RBX2_MOUSE
ASB7_MOUSE	RBX2_MOUSE
ASB12_MOUSE	RBX2_MOUSE
PAG15_MOUSE	RBX2_MOUSE
CUL5_MOUSE	RBX2_MOUSE
STT3A_MOUSE	RBX2_MOUSE
SPSB2_MOUSE	RBX2_MOUSE
ASB6_MOUSE	RBX2_MOUSE
SPSB1_MOUSE	RBX2_MOUSE
EXO1_MOUSE	GEN_MOUSE
CENPV_MOUSE	MSRB3_MOUSE
MSRB2_MOUSE	MSRB3_MOUSE
MSS4_MOUSE	MSRB3_MOUSE
CSRP3_MOUSE	HEN1_MOUSE
RBTN2_MOUSE	HEN1_MOUSE
RBTN1_MOUSE	HEN1_MOUSE
SMO_MOUSE	GDF6_MOUSE
DLL3_MOUSE	GDF6_MOUSE
CRKL_MOUSE	GDF6_MOUSE
ALX3_MOUSE	GDF6_MOUSE
FKBP8_MOUSE	GDF6_MOUSE
DVL2_MOUSE	GDF6_MOUSE
ID4_MOUSE	GDF6_MOUSE
HPLN1_MOUSE	GDF6_MOUSE
KAT6B_MOUSE	GDF6_MOUSE
BMR1A_MOUSE	GDF6_MOUSE
SPY2_MOUSE	GDF6_MOUSE
ANKH_MOUSE	GDF6_MOUSE
OSR2_MOUSE	GDF6_MOUSE
DLG1_MOUSE	GDF6_MOUSE
PTK7_MOUSE	GDF6_MOUSE
TWSG1_MOUSE	GDF6_MOUSE
COBA2_MOUSE	GDF6_MOUSE
ANFC_MOUSE	GDF6_MOUSE
ATF2_MOUSE	GDF6_MOUSE
TRAF6_MOUSE	GDF6_MOUSE
PHC2_MOUSE	GDF6_MOUSE
FOSL2_MOUSE	GDF6_MOUSE
DLX6_MOUSE	GDF6_MOUSE
DLX5_MOUSE	GDF6_MOUSE
CSKP_MOUSE	GDF6_MOUSE
TUB_MOUSE	GDF6_MOUSE
ZIC1_MOUSE	GDF6_MOUSE
GBRB3_MOUSE	GDF6_MOUSE
CLCN7_MOUSE	GDF6_MOUSE
EGR2_MOUSE	GDF6_MOUSE
CDON_MOUSE	GDF6_MOUSE
GDF5_MOUSE	GDF6_MOUSE
LPAR1_MOUSE	GDF6_MOUSE
INHBA_MOUSE	GDF6_MOUSE
CXB2_MOUSE	GDF6_MOUSE
SP8_MOUSE	GDF6_MOUSE
EFNA5_MOUSE	GDF6_MOUSE
AS3MT_MOUSE	PCMD1_MOUSE
PIMT_MOUSE	PCMD1_MOUSE
TRM2A_MOUSE	PCMD1_MOUSE
PCMD2_MOUSE	PCMD1_MOUSE
BGAL_MOUSE	UBP42_MOUSE
GALR2_MOUSE	FFAR2_MOUSE
FFAR1_MOUSE	FFAR2_MOUSE
S1PR5_MOUSE	FFAR2_MOUSE
5HT1F_MOUSE	FFAR2_MOUSE
TAF7L_MOUSE	TAF7_MOUSE
TBP_MOUSE	TAF7_MOUSE
TCP4_MOUSE	TAF7_MOUSE
ERCC3_MOUSE	TAF7_MOUSE
CSK2B_MOUSE	TAF7_MOUSE
RIPL1_MOUSE	TAF7_MOUSE
TIF1A_MOUSE	TAF7_MOUSE
TAF10_MOUSE	TAF7_MOUSE
EXOS7_MOUSE	NU160_MOUSE
EXOS9_MOUSE	NU160_MOUSE
EXOS8_MOUSE	NU160_MOUSE
SMU1_MOUSE	NU160_MOUSE
EXOS1_MOUSE	NU160_MOUSE
WDHD1_MOUSE	NU160_MOUSE
CCND2_MOUSE	CAC1C_MOUSE
TY3H_MOUSE	CAC1C_MOUSE
ITA5_MOUSE	CAC1C_MOUSE
DOPO_MOUSE	CAC1C_MOUSE
IL16_MOUSE	CAC1C_MOUSE
DYR1B_MOUSE	CAC1C_MOUSE
SORCN_MOUSE	CAC1C_MOUSE
CACB3_MOUSE	CAC1C_MOUSE
NICA_MOUSE	CAC1C_MOUSE
HAP1_MOUSE	CAC1C_MOUSE
STX1A_MOUSE	CAC1C_MOUSE
CA2D2_MOUSE	CAC1C_MOUSE
HEY2_MOUSE	CAC1C_MOUSE
FKB1B_MOUSE	CAC1C_MOUSE
CACB1_MOUSE	CAC1C_MOUSE
MYH10_MOUSE	CAC1C_MOUSE
PPM1A_MOUSE	CAC1C_MOUSE
RYR2_MOUSE	CAC1C_MOUSE
LDB3_MOUSE	CAC1C_MOUSE
SOS1_MOUSE	CAC1C_MOUSE
ARLY_MOUSE	CAC1C_MOUSE
NRP1_MOUSE	CAC1C_MOUSE
NRP2_MOUSE	CAC1C_MOUSE
5HT4R_MOUSE	CAC1C_MOUSE
FA5_MOUSE	CAC1C_MOUSE
NMDZ1_MOUSE	CAC1C_MOUSE
THRB_MOUSE	CAC1C_MOUSE
SNP25_MOUSE	CAC1C_MOUSE
JAG1_MOUSE	CAC1C_MOUSE
CEGT_MOUSE	CAC1C_MOUSE
WASF2_MOUSE	CAC1C_MOUSE
GBB1_MOUSE	CAC1C_MOUSE
LIAS_MOUSE	CAC1C_MOUSE
CABP1_MOUSE	CAC1C_MOUSE
STRAP_MOUSE	CAC1C_MOUSE
COT2_MOUSE	CAC1C_MOUSE
STX4_MOUSE	CAC1C_MOUSE
ATRX_MOUSE	CAC1C_MOUSE
ANGP2_MOUSE	CAC1C_MOUSE
TBX20_MOUSE	CAC1C_MOUSE
PTPS_MOUSE	CAC1C_MOUSE
HYOU1_MOUSE	CAC1C_MOUSE
ADA2A_MOUSE	CAC1C_MOUSE
TRI13_MOUSE	CAC1C_MOUSE
SYT1_MOUSE	CAC1C_MOUSE
SMAD6_MOUSE	CAC1C_MOUSE
HAND1_MOUSE	CAC1C_MOUSE
IF172_MOUSE	CAC1C_MOUSE
ADA2C_MOUSE	CAC1C_MOUSE
BIEA_MOUSE	GFOD1_MOUSE
DHDH_MOUSE	GFOD1_MOUSE
GFOD2_MOUSE	GFOD1_MOUSE
RB11A_MOUSE	RFIP5_MOUSE
RAB25_MOUSE	RFIP5_MOUSE
RFIP4_MOUSE	RFIP5_MOUSE
RO60_MOUSE	RFIP5_MOUSE
SNAG_MOUSE	RFIP5_MOUSE
TSC1_MOUSE	RFIP5_MOUSE
FANCG_MOUSE	SAMD3_MOUSE
IKBA_MOUSE	COMD1_MOUSE
BIR1A_MOUSE	COMD1_MOUSE
TF65_MOUSE	COMD1_MOUSE
XIAP_MOUSE	COMD1_MOUSE
COMD9_MOUSE	COMD1_MOUSE
COMD8_MOUSE	COMD1_MOUSE
CUL1_MOUSE	COMD1_MOUSE
COMD4_MOUSE	COMD1_MOUSE
COMD2_MOUSE	COMD1_MOUSE
RT28_MOUSE	COMD1_MOUSE
FBXW4_MOUSE	COMD1_MOUSE
COMDA_MOUSE	COMD1_MOUSE
COMD3_MOUSE	COMD1_MOUSE
DTX2_MOUSE	NCALD_MOUSE
CN37_MOUSE	NCALD_MOUSE
MX2_MOUSE	NCALD_MOUSE
ACTB_MOUSE	NCALD_MOUSE
HPCL4_MOUSE	NCALD_MOUSE
CLH1_MOUSE	NCALD_MOUSE
CADH1_MOUSE	SIX1_MOUSE
TLE1_MOUSE	SIX1_MOUSE
EYA4_MOUSE	SIX1_MOUSE
EYA2_MOUSE	SIX1_MOUSE
SMRC2_MOUSE	SIX1_MOUSE
EYA1_MOUSE	SIX1_MOUSE
EYA3_MOUSE	SIX1_MOUSE
SMCA4_MOUSE	SIX1_MOUSE
SMRC1_MOUSE	SIX1_MOUSE
SIX4_MOUSE	SIX1_MOUSE
NDF1_MOUSE	SIX1_MOUSE
SIX3_MOUSE	SIX1_MOUSE
NGN1_MOUSE	SIX1_MOUSE
DNJA3_MOUSE	ZBT22_MOUSE
UBQL4_MOUSE	ZBT22_MOUSE
MED16_MOUSE	ZBT22_MOUSE
7B2_MOUSE	ZBT22_MOUSE
ULA1_MOUSE	ZBT22_MOUSE
CAB39_MOUSE	ZBT22_MOUSE
ATX1_MOUSE	ZBT22_MOUSE
RAF1_MOUSE	1433G_MOUSE
TBB5_MOUSE	1433G_MOUSE
CD97_MOUSE	1433G_MOUSE
BCAM_MOUSE	1433G_MOUSE
GRM3_MOUSE	1433G_MOUSE
TEP1_MOUSE	1433G_MOUSE
MARK3_MOUSE	1433G_MOUSE
MTMR1_MOUSE	1433G_MOUSE
1433B_MOUSE	1433G_MOUSE
KSR1_MOUSE	1433G_MOUSE
1433F_MOUSE	1433G_MOUSE
AL3A1_MOUSE	1433G_MOUSE
MRC2_MOUSE	1433G_MOUSE
KKCC1_MOUSE	1433G_MOUSE
1433E_MOUSE	1433G_MOUSE
ASPP1_MOUSE	1433G_MOUSE
NID2_MOUSE	1433G_MOUSE
GL8D1_MOUSE	1433G_MOUSE
1433Z_MOUSE	1433G_MOUSE
SON_MOUSE	1433G_MOUSE
E41L3_MOUSE	1433G_MOUSE
CD5_MOUSE	1433G_MOUSE
MINP1_MOUSE	1433G_MOUSE
MARK2_MOUSE	1433G_MOUSE
TDT_MOUSE	1433G_MOUSE
IL6_MOUSE	1433G_MOUSE
SYUA_MOUSE	1433G_MOUSE
PASK_MOUSE	1433G_MOUSE
PKP4_MOUSE	1433G_MOUSE
PI51A_MOUSE	1433G_MOUSE
CD11B_MOUSE	1433G_MOUSE
ALBU_MOUSE	1433G_MOUSE
MMP17_MOUSE	1433G_MOUSE
MAPK5_MOUSE	1433G_MOUSE
ZYX_MOUSE	1433G_MOUSE
OLR1_MOUSE	1433G_MOUSE
RHPN2_MOUSE	1433G_MOUSE
CRTC3_MOUSE	1433G_MOUSE
MVP_MOUSE	1433G_MOUSE
PKHB1_MOUSE	1433G_MOUSE
VEGFD_MOUSE	1433G_MOUSE
RABP1_MOUSE	1433G_MOUSE
NRG4_MOUSE	1433G_MOUSE
UCP3_MOUSE	1433G_MOUSE
GSTT2_MOUSE	1433G_MOUSE
UCP2_MOUSE	1433G_MOUSE
AINX_MOUSE	1433G_MOUSE
TNR27_MOUSE	1433G_MOUSE
CCL5_MOUSE	1433G_MOUSE
LARP1_MOUSE	1433G_MOUSE
NOD1_MOUSE	1433G_MOUSE
DEFB3_MOUSE	1433G_MOUSE
CBLC_MOUSE	1433G_MOUSE
ADA22_MOUSE	1433G_MOUSE
SMPX_MOUSE	1433G_MOUSE
H1FOO_MOUSE	1433G_MOUSE
IKKE_MOUSE	1433G_MOUSE
GTPB1_MOUSE	1433G_MOUSE
CCRL2_MOUSE	1433G_MOUSE
CCR10_MOUSE	1433G_MOUSE
U2AFL_MOUSE	1433G_MOUSE
FOXO1_MOUSE	1433G_MOUSE
1433S_MOUSE	1433G_MOUSE
FRAT2_MOUSE	1433G_MOUSE
KCNS2_MOUSE	1433G_MOUSE
HS71L_MOUSE	HSP7E_MOUSE
HSP7C_MOUSE	HSP7E_MOUSE
STIP1_MOUSE	HSP7E_MOUSE
HS74L_MOUSE	HSP7E_MOUSE
GRP78_MOUSE	HSP7E_MOUSE
DNJC2_MOUSE	HSP7E_MOUSE
HS105_MOUSE	HSP7E_MOUSE
HYOU1_MOUSE	HSP7E_MOUSE
HSP13_MOUSE	HSP7E_MOUSE
HG2A_MOUSE	TACD2_MOUSE
EPCAM_MOUSE	TACD2_MOUSE
PP1A_MOUSE	PPR37_MOUSE
DNJC5_MOUSE	VAMP7_MOUSE
YKT6_MOUSE	VAMP7_MOUSE
AP3D1_MOUSE	VAMP7_MOUSE
VAMP2_MOUSE	VAMP7_MOUSE
STX8_MOUSE	VAMP7_MOUSE
AP3M1_MOUSE	VAMP7_MOUSE
SNP29_MOUSE	VAMP7_MOUSE
AGFG1_MOUSE	VAMP7_MOUSE
VAMP4_MOUSE	VAMP7_MOUSE
SC22B_MOUSE	VAMP7_MOUSE
VAMP3_MOUSE	VAMP7_MOUSE
RAB38_MOUSE	VAMP7_MOUSE
ANR27_MOUSE	VAMP7_MOUSE
CC113_MOUSE	FHAD1_MOUSE
ITB7_MOUSE	CD14_MOUSE
IL16_MOUSE	CD14_MOUSE
CD97_MOUSE	CD14_MOUSE
IRF3_MOUSE	CD14_MOUSE
NEMO_MOUSE	CD14_MOUSE
CD244_MOUSE	CD14_MOUSE
GA45B_MOUSE	CD14_MOUSE
LKHA4_MOUSE	CD14_MOUSE
LBP_MOUSE	CD14_MOUSE
SLPI_MOUSE	CD14_MOUSE
MP2K3_MOUSE	CD14_MOUSE
INGR1_MOUSE	CD14_MOUSE
STK10_MOUSE	CD14_MOUSE
VGFR3_MOUSE	CD14_MOUSE
GP132_MOUSE	CD14_MOUSE
IL9_MOUSE	CD14_MOUSE
CXL13_MOUSE	CD14_MOUSE
TNR21_MOUSE	CD14_MOUSE
M3K8_MOUSE	CD14_MOUSE
S22A6_MOUSE	CD14_MOUSE
ANXA1_MOUSE	CD14_MOUSE
PI51B_MOUSE	CD14_MOUSE
LY96_MOUSE	CD14_MOUSE
ILRL1_MOUSE	CD14_MOUSE
DAF1_MOUSE	CD14_MOUSE
KPCT_MOUSE	CD14_MOUSE
CO5_MOUSE	CD14_MOUSE
CSF3R_MOUSE	CD14_MOUSE
IRF5_MOUSE	CD14_MOUSE
GDIR2_MOUSE	CD14_MOUSE
CTR2_MOUSE	CD14_MOUSE
GILT_MOUSE	CD14_MOUSE
TRFL_MOUSE	CD14_MOUSE
MYD88_MOUSE	CD14_MOUSE
CASP4_MOUSE	CD14_MOUSE
CD276_MOUSE	CD14_MOUSE
POLI_MOUSE	CD14_MOUSE
CATS_MOUSE	CD14_MOUSE
PLCL2_MOUSE	CD14_MOUSE
TLR4_MOUSE	CD14_MOUSE
DUS10_MOUSE	CD14_MOUSE
RIPK2_MOUSE	CD14_MOUSE
TNR18_MOUSE	CD14_MOUSE
GUC2C_MOUSE	CD14_MOUSE
TLR1_MOUSE	CD14_MOUSE
TLR9_MOUSE	CD14_MOUSE
FPR1_MOUSE	CD14_MOUSE
TCPQ_MOUSE	BBS12_MOUSE
MKKS_MOUSE	BBS12_MOUSE
BBS10_MOUSE	BBS12_MOUSE
XBP1_MOUSE	ZHANG_MOUSE
ERR1_MOUSE	ZHANG_MOUSE
ERR3_MOUSE	ZHANG_MOUSE
PSIP1_MOUSE	ZHANG_MOUSE
HCFC1_MOUSE	ZHANG_MOUSE
NF2L1_MOUSE	ZHANG_MOUSE
ATF4_MOUSE	ZHANG_MOUSE
HSPB1_MOUSE	HSPB3_MOUSE
HSPB7_MOUSE	HSPB3_MOUSE
NSMF_MOUSE	HSPB3_MOUSE
HSPB9_MOUSE	HSPB3_MOUSE
RM38_MOUSE	HSPB3_MOUSE
PRP4B_MOUSE	HSPB3_MOUSE
KCRS_MOUSE	HSPB3_MOUSE
CRYAA_MOUSE	HSPB3_MOUSE
OLFL3_MOUSE	HSPB3_MOUSE
CRYAB_MOUSE	HSPB3_MOUSE
HSPB6_MOUSE	HSPB3_MOUSE
HSPB2_MOUSE	HSPB3_MOUSE
LS14B_MOUSE	HSPB3_MOUSE
RAMP3_MOUSE	HSPB3_MOUSE
HSPB8_MOUSE	HSPB3_MOUSE
BODG_MOUSE	HSPB3_MOUSE
RFA1_MOUSE	LEUK_MOUSE
TIMP1_MOUSE	LEUK_MOUSE
SPI1_MOUSE	LEUK_MOUSE
NQO1_MOUSE	LEUK_MOUSE
PLGF_MOUSE	LEUK_MOUSE
MMP8_MOUSE	LEUK_MOUSE
ID3_MOUSE	LEUK_MOUSE
EWS_MOUSE	LEUK_MOUSE
PD1L2_MOUSE	LEUK_MOUSE
IKZF3_MOUSE	LEUK_MOUSE
MMP7_MOUSE	LEUK_MOUSE
IL3_MOUSE	LEUK_MOUSE
TFE2_MOUSE	LEUK_MOUSE
